id,primary,secondary,type
0,Alabama Agric Mech University,Alabama,transfer_school
1,Alabama Southern Comm Coll,Alabama,transfer_school
2,Alabama State University,Alabama,transfer_school
3,Athens State College,Alabama,transfer_school
4,Auburn Univ Montgomery,Alabama,transfer_school
5,Auburn University,Alabama,transfer_school
6,Bevill State Cmty Coll Brewer,Alabama,transfer_school
7,Birmingham Southern College,Alabama,transfer_school
8,Bishop State Cmty Coll,Alabama,transfer_school
9,Calhoun Community College,Alabama,transfer_school
10,Central Alabama Cmnty College,Alabama,transfer_school
11,Centrl Alabama C C Childsbrg,Alabama,transfer_school
12,Chattahoochee Valley Cmty Coll,Alabama,transfer_school
13,Coastal Alabama Comm College,Alabama,transfer_school
14,Community C Air Force,Alabama,transfer_school
15,Enterprise State Comm College,Alabama,transfer_school
16,Faulkner University,Alabama,transfer_school
17,Gadsden St Cmty College,Alabama,transfer_school
18,Geo C Wallace Community Colg,Alabama,transfer_school
19,Huntingdon College Al,Alabama,transfer_school
20,Jacksonville St University,Alabama,transfer_school
21,Jefferson State Cmty Coll,Alabama,transfer_school
22,Marion Military Institute,Alabama,transfer_school
23,Northeast Alabama State Cc*,Alabama,transfer_school
24,Northwst-Shoals Cmty Coll,Alabama,transfer_school
25,Oakwood University,Alabama,transfer_school
26,Samford University,Alabama,transfer_school
27,Shelton State Cmnty College,Alabama,transfer_school
28,Snead State Community College,Alabama,transfer_school
29,Southrn Union St Comm Coll Wad,Alabama,transfer_school
30,Spring Hill College,Alabama,transfer_school
31,Talladega College,Alabama,transfer_school
32,Trenholm State Community Coll,Alabama,transfer_school
33,Troy University,Alabama,transfer_school
34,Tuskegee University,Alabama,transfer_school
35,Univ Alabama Birmingham,Alabama,transfer_school
36,Univ Alabama Huntsville,Alabama,transfer_school
37,Univ Alabama Tuscaloosa*,Alabama,transfer_school
38,Univ North Alabama,Alabama,transfer_school
39,Univ South Alabama,Alabama,transfer_school
40,University Of Mobile,Alabama,transfer_school
41,University Of Montevallo,Alabama,transfer_school
42,University Of West Alabama,Alabama,transfer_school
43,Wallace State Comm Coll-Selma*,Alabama,transfer_school
44,Wallace State Hanceville,Alabama,transfer_school
45,Univ Alaska Anchorage,Alaska,transfer_school
46,Univ Alaska Fairbanks*,Alaska,transfer_school
47,Univ of Alaska-Fairbanks*,Alaska,transfer_school
48,Arizona Christian University,Arizona,transfer_school
49,Arizona State Univ-West,Arizona,transfer_school
50,Arizona State University,Arizona,transfer_school
51,Arizona Western College,Arizona,transfer_school
52,Central Arizona College,Arizona,transfer_school
53,Chandler Gilbert Cmty College,Arizona,transfer_school
54,Cochise College,Arizona,transfer_school
55,Estrella Mountain Cmty Coll,Arizona,transfer_school
56,Gateway Cmty College,Arizona,transfer_school
57,Glendale Community College,Arizona,transfer_school
58,Grand Canyon University,Arizona,transfer_school
59,Mesa Community College,Arizona,transfer_school
60,Mohave Cmty College,Arizona,transfer_school
61,Northern Arizona University,Arizona,transfer_school
62,Northland Pioneer College,Arizona,transfer_school
63,Paradise Valley Cmty Coll Cntr,Arizona,transfer_school
64,Phoenix College,Arizona,transfer_school
65,Pima Cmty College,Arizona,transfer_school
66,Rio Salado College,Arizona,transfer_school
67,Scottsdale Community College,Arizona,transfer_school
68,South Mountain Cmty College,Arizona,transfer_school
69,Univ Phoenix,Arizona,transfer_school
70,University Of Arizona,Arizona,transfer_school
71,Yavapai College,Arizona,transfer_school
72,Arkansas State Univ - Beebe,Arkansas,transfer_school
73,Arkansas State Univ-Jonesboro,Arkansas,transfer_school
74,Arkansas Tech University,Arkansas,transfer_school
75,Cossatot Community College,Arkansas,transfer_school
76,Harding University,Arkansas,transfer_school
77,Henderson State University,Arkansas,transfer_school
78,Hendrix College,Arkansas,transfer_school
79,Mid-South Community College,Arkansas,transfer_school
80,National Park Cmty College,Arkansas,transfer_school
81,Northwst Arkansas Cmnty Colg,Arkansas,transfer_school
82,South Arkansas Cmty College,Arkansas,transfer_school
83,Uni of Arkan-Pulaski Tech Col,Arkansas,transfer_school
84,Univ Arkansas At Little Rock,Arkansas,transfer_school
85,Univ Arkansas Fayetteville*,Arkansas,transfer_school
86,Univ Arkansas Monticello,Arkansas,transfer_school
87,Univ Arkansas Pine Bluff,Arkansas,transfer_school
88,Univ Central Arkansas,Arkansas,transfer_school
89,Univ Of Arkansas Fort Smith,Arkansas,transfer_school
90,Allan Hancock College,California,transfer_school
91,American River College*,California,transfer_school
92,Antelope Valley College,California,transfer_school
93,Bakersfield College,California,transfer_school
94,Berkeley City College,California,transfer_school
95,Biola University,California,transfer_school
96,Butte College,California,transfer_school
97,Cabrillo College,California,transfer_school
98,Cal Poly St U-San Luis Obispo,California,transfer_school
99,Calif Baptist University,California,transfer_school
100,Calif Institute Tech,California,transfer_school
101,Calif Lutheran University,California,transfer_school
102,Calif St Polytechnic U Pomona,California,transfer_school
103,Calif St Univ Bakersfield,California,transfer_school
104,Calif St Univ Channel Islands,California,transfer_school
105,Calif St Univ Chico,California,transfer_school
106,Calif St Univ Dominguez Hills,California,transfer_school
107,Calif St Univ East Bay,California,transfer_school
108,Calif St Univ Fresno,California,transfer_school
109,Calif St Univ Fullerton,California,transfer_school
110,Calif St Univ Long Beach,California,transfer_school
111,Calif St Univ Monterey Bay,California,transfer_school
112,Calif St Univ Northridge,California,transfer_school
113,Calif St Univ Sacramento,California,transfer_school
114,Calif St Univ San Bernardino,California,transfer_school
115,Calif St Univ San Marcos,California,transfer_school
116,Calif St Univ Stanislaus,California,transfer_school
117,California State U Los Angeles,California,transfer_school
118,Canada College,California,transfer_school
119,Cerritos College,California,transfer_school
120,Cerro Coso Cmty College,California,transfer_school
121,Chabot College,California,transfer_school
122,Chaffey College,California,transfer_school
123,Chapman University,California,transfer_school
124,Citrus College,California,transfer_school
125,City College San Francisco,California,transfer_school
126,Claremont Mckenna College,California,transfer_school
127,Clovis Community College CA,California,transfer_school
128,Coastline Cmty College,California,transfer_school
129,Coll Canyons,California,transfer_school
130,Coll Redwoods,California,transfer_school
131,Coll San Mateo,California,transfer_school
132,College Of Alameda,California,transfer_school
133,College Of Marin,California,transfer_school
134,College Of The Desert,California,transfer_school
135,College Of The Sequoias,California,transfer_school
136,Contra Costa College,California,transfer_school
137,Cosumnes River College,California,transfer_school
138,Crafton Hills College,California,transfer_school
139,Cuesta College,California,transfer_school
140,Cuyamaca College*,California,transfer_school
141,Cypress College,California,transfer_school
142,De Anza College,California,transfer_school
143,Defense Language Institute,California,transfer_school
144,Diablo Valley College,California,transfer_school
145,East Los Angeles College,California,transfer_school
146,El Camino College,California,transfer_school
147,Evergreen Valley College,California,transfer_school
148,Folsom Lake College,California,transfer_school
149,Foothill College,California,transfer_school
150,Fullerton College,California,transfer_school
151,Glendale Cmty College Ca,California,transfer_school
152,Golden West College,California,transfer_school
153,Grossmont Cmty College,California,transfer_school
154,Harvey Mudd College,California,transfer_school
155,Irvine Valley College,California,transfer_school
156,John F Kennedy University,California,transfer_school
157,Lake Tahoe Cmty College,California,transfer_school
158,Laney College Undergraduate,California,transfer_school
159,Las Positas College,California,transfer_school
160,Life Pacific College,California,transfer_school
161,Long Beach City College,California,transfer_school
162,Los Angeles City College,California,transfer_school
163,Los Angeles Harbor College,California,transfer_school
164,Los Angeles Mission College,California,transfer_school
165,Los Angeles Pierce College,California,transfer_school
166,Los Angeles Southwest College,California,transfer_school
167,Los Angeles Trade-Tech College,California,transfer_school
168,Los Angeles Valley College,California,transfer_school
169,Los Angeles Valley College*,California,transfer_school
170,Los Medanos College,California,transfer_school
171,Loyola Marymount University,California,transfer_school
172,Marymount California Univ,California,transfer_school
173,Merced College,California,transfer_school
174,MiraCosta College,California,transfer_school
175,Mission College,California,transfer_school
176,Modesto Junior College*,California,transfer_school
177,Monterey Peninsula College,California,transfer_school
178,Moorpark College,California,transfer_school
179,Mount San Antonio College*,California,transfer_school
180,Mount San Jacinto College,California,transfer_school
181,Napa Valley College,California,transfer_school
182,Ohlone College,California,transfer_school
183,Orange Coast College,California,transfer_school
184,Oxnard College,California,transfer_school
185,Pacific Union College,California,transfer_school
186,Palomar College,California,transfer_school
187,Pasadena City College,California,transfer_school
188,Pepperdine University,California,transfer_school
189,Pitzer College,California,transfer_school
190,Point Loma Nazarene University,California,transfer_school
191,Reedley College,California,transfer_school
192,Rio Hondo College,California,transfer_school
193,Riverside Cmty College,California,transfer_school
194,Sacramento City College,California,transfer_school
195,Saddleback College,California,transfer_school
196,San Bernardino Valley College,California,transfer_school
197,San Diego Ccd - City College,California,transfer_school
198,San Diego Ccd - Mesa College,California,transfer_school
199,San Diego State University,California,transfer_school
200,San Diego-Miramar College,California,transfer_school
201,San Francisco State University,California,transfer_school
202,San Joaquin Delta College,California,transfer_school
203,San Jose City College,California,transfer_school
204,San Jose State University,California,transfer_school
205,Santa Ana College,California,transfer_school
206,Santa Barbara City College,California,transfer_school
207,Santa Clara University,California,transfer_school
208,Santa Monica College,California,transfer_school
209,Santa Rosa Junior College,California,transfer_school
210,Santiago Canyon College,California,transfer_school
211,Scripps College,California,transfer_school
212,Shasta College,California,transfer_school
213,Sierra College,California,transfer_school
214,Simpson University California,California,transfer_school
215,Skyline College,California,transfer_school
216,Soka University Of America,California,transfer_school
217,Solano Cmty College,California,transfer_school
218,Sonoma State University,California,transfer_school
219,Southwstrn College Ca,California,transfer_school
220,Stanford University,California,transfer_school
221,Taft College,California,transfer_school
222,Univ Calif Berkeley,California,transfer_school
223,Univ Calif Davis,California,transfer_school
224,Univ Calif Irvine,California,transfer_school
225,Univ Calif Los Angeles,California,transfer_school
226,Univ Calif Santa Barbara,California,transfer_school
227,Univ Calif Santa Cruz,California,transfer_school
228,Univ California Riverside,California,transfer_school
229,Univ La Verne,California,transfer_school
230,Univ Of California Merced,California,transfer_school
231,Univ Of California San Diego,California,transfer_school
232,Univ San Diego,California,transfer_school
233,Univ San Francisco,California,transfer_school
234,Univ Southern California,California,transfer_school
235,University Of Redlands,California,transfer_school
236,Ventura College,California,transfer_school
237,Victor Valley College,California,transfer_school
238,West Hills Cmty College,California,transfer_school
239,West Hills Coll Lemoore,California,transfer_school
240,West Los Angeles College,California,transfer_school
241,West Valley College,California,transfer_school
242,William Jessup University,California,transfer_school
243,Adams State College,Colorado,transfer_school
244,Aims Cmty College,Colorado,transfer_school
245,Arapahoe Cmty College,Colorado,transfer_school
246,Colorado Christian Univ,Colorado,transfer_school
247,Colorado College,Colorado,transfer_school
248,Colorado Mesa University,Colorado,transfer_school
249,Colorado Mtn Col Glenwood Spgs,Colorado,transfer_school
250,Colorado School Mines,Colorado,transfer_school
251,Colorado State Univ Ft Collins,Colorado,transfer_school
252,Colorado State Univ Pueblo,Colorado,transfer_school
253,Colorado Tech,Colorado,transfer_school
254,Community C Aurora,Colorado,transfer_school
255,Community C Denver,Colorado,transfer_school
256,Front Range Cmty College,Colorado,transfer_school
257,Lamar Cmty College,Colorado,transfer_school
258,Metropolitan State Univ Denver,Colorado,transfer_school
259,Otero Junior College*,Colorado,transfer_school
260,Pikes Peak Cmty College,Colorado,transfer_school
261,Red Rocks Community College,Colorado,transfer_school
262,United States Air Force Acad,Colorado,transfer_school
263,Univ Colorado Boulder*,Colorado,transfer_school
264,Univ Colorado Colorado Spgs,Colorado,transfer_school
265,Univ Denver,Colorado,transfer_school
266,University Colorado Denver,Colorado,transfer_school
267,University Northern Colorado,Colorado,transfer_school
268,Western Colorado University,Colorado,transfer_school
269,New England Baptist College,Connecticut,transfer_school
270,Asnuntuck Community College,Connecticut,transfer_school
271,Capital Cmty College,Connecticut,transfer_school
272,Centrl Connecticut St Univ,Connecticut,transfer_school
273,Charter Oak State College,Connecticut,transfer_school
274,Connecticut College,Connecticut,transfer_school
275,Eastern Connecticut St Univ,Connecticut,transfer_school
276,Fairfield University,Connecticut,transfer_school
277,Gateway Community College,Connecticut,transfer_school
278,Holy Apostles Coll & Seminary,Connecticut,transfer_school
279,Housatonic Cmty-Technical Coll,Connecticut,transfer_school
280,Manchester Comm College - CT,Connecticut,transfer_school
281,Middlesex Community College,Connecticut,transfer_school
282,Mitchell College,Connecticut,transfer_school
283,Naugatuck Valley Cmty College,Connecticut,transfer_school
284,Norwalk Community College,Connecticut,transfer_school
285,Post University,Connecticut,transfer_school
286,Quinebaug Valley Cmty College,Connecticut,transfer_school
287,Sacred Heart University,Connecticut,transfer_school
288,Southrn Connecticut State Univ,Connecticut,transfer_school
289,Three Rivers Cmty College*,Connecticut,transfer_school
290,Trinity College Connecticut,Connecticut,transfer_school
291,Tunxis Community College,Connecticut,transfer_school
292,United States Coast Guard Acad,Connecticut,transfer_school
293,Univ Bridgeport,Connecticut,transfer_school
294,Univ Connecticut,Connecticut,transfer_school
295,Univ Hartford,Connecticut,transfer_school
296,Univ New Haven,Connecticut,transfer_school
297,Wesleyan University,Connecticut,transfer_school
298,Westrn Connecticut State Univ,Connecticut,transfer_school
299,Yale University,Connecticut,transfer_school
300,Delaware State University,Delaware,transfer_school
301,Delaware Tec CC Terry,Delaware,transfer_school
302,Delaware Tec Cc Owens Campus,Delaware,transfer_school
303,Delaware Tec Cc Wilmington,Delaware,transfer_school
304,Univ Delaware,Delaware,transfer_school
305,Wesley College De,Delaware,transfer_school
306,Wilmington University,Delaware,transfer_school
307,American University Wash Dc,District of Columbia,transfer_school
308,Catholic Univ America,District of Columbia,transfer_school
309,Gallaudet University,District of Columbia,transfer_school
310,George Washington University,District of Columbia,transfer_school
311,Georgetown University,District of Columbia,transfer_school
312,Howard University,District of Columbia,transfer_school
313,Strayer University,District of Columbia,transfer_school
314,Univ District Of Columbia,District of Columbia,transfer_school
315,Ave Maria University,Florida,transfer_school
316,Barry University,Florida,transfer_school
317,Bethune-Cookman University,Florida,transfer_school
318,Broward College,Florida,transfer_school
319,Chipola College,Florida,transfer_school
320,Clearwater Christian College*,Florida,transfer_school
321,College Of Central Florida,Florida,transfer_school
322,Daytona State College,Florida,transfer_school
323,Eastern Florida State College*,Florida,transfer_school
324,Eckerd College,Florida,transfer_school
325,Embry-Riddle Aeron U Florida,Florida,transfer_school
326,Flagler College,Florida,transfer_school
327,Florida Agric Mech Univ,Florida,transfer_school
328,Florida Atlantic University,Florida,transfer_school
329,Florida College,Florida,transfer_school
330,Florida Gateway College,Florida,transfer_school
331,Florida Gulf Coast University,Florida,transfer_school
332,Florida Hospital Coll Hlth Sci,Florida,transfer_school
333,Florida Institute Of Techlgy,Florida,transfer_school
334,Florida International Univ,Florida,transfer_school
335,Florida Keys Cmty College,Florida,transfer_school
336,Florida Southern College,Florida,transfer_school
337,Florida Southwestern St Colg,Florida,transfer_school
338,Florida State Colg @ Jackson,Florida,transfer_school
339,Florida State University,Florida,transfer_school
340,Gulf Coast State College,Florida,transfer_school
341,Hillsborough Cmty College,Florida,transfer_school
342,Indian River State College,Florida,transfer_school
343,Jacksonville University,Florida,transfer_school
344,Johnson Wales Univ Fl,Florida,transfer_school
345,Keiser University,Florida,transfer_school
346,Lake Sumter State College,Florida,transfer_school
347,Lynn University*,Florida,transfer_school
348,Miami-Dade College North,Florida,transfer_school
349,North Florida Community Coll,Florida,transfer_school
350,Northwest Florida State Coll,Florida,transfer_school
351,Nova Southeastern Univ,Florida,transfer_school
352,Palm Beach Atlantic University,Florida,transfer_school
353,Palm Beach State College,Florida,transfer_school
354,Panama Canal College*,Florida,transfer_school
355,Pasco-Hernando Community Colg,Florida,transfer_school
356,Pensacola Christian College,Florida,transfer_school
357,Pensacola State College*,Florida,transfer_school
358,Polk State College,Florida,transfer_school
359,Rollins College Winter Park,Florida,transfer_school
360,Saint Leo University,Florida,transfer_school
361,Sanford Brown College*,Florida,transfer_school
362,Santa Fe College Florida,Florida,transfer_school
363,Seminole State College Of Fl,Florida,transfer_school
364,South Florida Community Coll,Florida,transfer_school
365,Southeastern University,Florida,transfer_school
366,St Johns River State College,Florida,transfer_school
367,St Petersburg College,Florida,transfer_school
368,St Thomas University Fl,Florida,transfer_school
369,State Col Fl Manatee-Sarasota,Florida,transfer_school
370,Stetson University,Florida,transfer_school
371,Tallahassee Community College,Florida,transfer_school
372,Univ Central Florida,Florida,transfer_school
373,Univ Florida,Florida,transfer_school
374,Univ North Florida,Florida,transfer_school
375,Univ South Florida,Florida,transfer_school
376,Univ West Florida,Florida,transfer_school
377,University Of Miami,Florida,transfer_school
378,University Of Tampa,Florida,transfer_school
379,Valencia College,Florida,transfer_school
380,Abrham Baldwin Agricultrl Coll,Georgia,transfer_school
381,Agnes Scott College,Georgia,transfer_school
382,Albany Area Voc-Techl School*,Georgia,transfer_school
383,Albany State University,Georgia,transfer_school
384,Albany Technical College,Georgia,transfer_school
385,Altamaha Technical College*,Georgia,transfer_school
386,American Intercontinental Uni*,Georgia,transfer_school
387,American Intercontinental Univ,Georgia,transfer_school
388,Andrew College,Georgia,transfer_school
389,Armstrong State University,Georgia,transfer_school
390,Art Institute Atlanta,Georgia,transfer_school
391,Athens Technical College,Georgia,transfer_school
392,Atlanta College of Art*,Georgia,transfer_school
393,Atlanta Metropolitan State Col,Georgia,transfer_school
394,Atlanta Technical College,Georgia,transfer_school
395,Augusta State University,Georgia,transfer_school
396,Augusta Technical College,Georgia,transfer_school
397,Augusta University,Georgia,transfer_school
398,Bainbridge State College,Georgia,transfer_school
399,Bauder College*,Georgia,transfer_school
400,Berry College,Georgia,transfer_school
401,Brenau University,Georgia,transfer_school
402,Brewton-Parker College,Georgia,transfer_school
403,Centrl Georgia Tech College,Georgia,transfer_school
404,Chattahoochee Tech College,Georgia,transfer_school
405,Clark Atlanta University,Georgia,transfer_school
406,Clayton State Univ,Georgia,transfer_school
407,Coastal Pines Technical Colg,Georgia,transfer_school
408,College Of Coastal Georgia,Georgia,transfer_school
409,Columbus State University,Georgia,transfer_school
410,Columbus Technical College,Georgia,transfer_school
411,Coosa Valley Voc-Techl School,Georgia,transfer_school
412,Covenant College,Georgia,transfer_school
413,Dalton College,Georgia,transfer_school
414,Darton College,Georgia,transfer_school
415,Devry University Decatur,Georgia,transfer_school
416,East Georgia State College,Georgia,transfer_school
417,Emmanuel College Georgia,Georgia,transfer_school
418,Emory University,Georgia,transfer_school
419,Fort Valley State University,Georgia,transfer_school
420,Ga Piedmont Technical College,Georgia,transfer_school
421,Georgia Coll & State Univ,Georgia,transfer_school
422,Georgia Gwinnett College,Georgia,transfer_school
423,Georgia Highlands College,Georgia,transfer_school
424,Georgia Military College,Georgia,transfer_school
425,Georgia Northwestern Tech Colg,Georgia,transfer_school
426,Georgia Southern University,Georgia,transfer_school
427,Georgia Southwestern St Univ,Georgia,transfer_school
428,Georgia State University,Georgia,transfer_school
429,Gordon State College,Georgia,transfer_school
430,Gwinnett Technical College,Georgia,transfer_school
431,Herzing University Atlanta,Georgia,transfer_school
432,Kennesaw State University,Georgia,transfer_school
433,Lagrange College,Georgia,transfer_school
434,Lanier Technical College,Georgia,transfer_school
435,Life University,Georgia,transfer_school
436,Macon State College,Georgia,transfer_school
437,Mercer Univ Macon*,Georgia,transfer_school
438,Mercer University Atlanta,Georgia,transfer_school
439,Middle Georgia State Univ,Georgia,transfer_school
440,Middle Georgia Tech College,Georgia,transfer_school
441,Morehouse College,Georgia,transfer_school
442,Morris Brown College,Georgia,transfer_school
443,North Georgia Tech College,Georgia,transfer_school
444,North Metro Technical Inst,Georgia,transfer_school
445,Oconee Fall Line Tech College,Georgia,transfer_school
446,Ogeechee Technical College,Georgia,transfer_school
447,Oglethorpe University,Georgia,transfer_school
448,Oxford College,Georgia,transfer_school
449,Paine College,Georgia,transfer_school
450,Piedmont College,Georgia,transfer_school
451,Point University,Georgia,transfer_school
452,Reinhardt University,Georgia,transfer_school
453,Savannah C Art Desgn All Campu,Georgia,transfer_school
454,Savannah State University,Georgia,transfer_school
455,Savannah Tech College,Georgia,transfer_school
456,Shorter University,Georgia,transfer_school
457,South Georgia State College,Georgia,transfer_school
458,South Georgia Technical Colleg,Georgia,transfer_school
459,South University,Georgia,transfer_school
460,Southern Crescent Techl Colg,Georgia,transfer_school
461,Southern Regional Tech College,Georgia,transfer_school
462,Southestrn Technical College,Georgia,transfer_school
463,Spelman College,Georgia,transfer_school
464,Thomas University,Georgia,transfer_school
465,Toccoa Falls College,Georgia,transfer_school
466,Truett-Mcconnell College,Georgia,transfer_school
467,U Of North Georgia-Gainesville,Georgia,transfer_school
468,Univ North Georgia - Dahlonega,Georgia,transfer_school
469,University Of West Georgia,Georgia,transfer_school
470,University of Georgia,Georgia,transfer_school
471,Valdosta State University,Georgia,transfer_school
472,Wesleyan College,Georgia,transfer_school
473,West Georgia Technical College,Georgia,transfer_school
474,Wiregrass Georgia Tech Colg,Georgia,transfer_school
475,Young Harris College,Georgia,transfer_school
476,Univ Guam,Guam,transfer_school
477,Brigham Young Univ Hawaii,Hawaii,transfer_school
478,Chaminade Univ Of Honolulu,Hawaii,transfer_school
479,Hawaii Pacific University,Hawaii,transfer_school
480,Honolulu Cmty College,Hawaii,transfer_school
481,Kapiolani Community College,Hawaii,transfer_school
482,Leeward Cmty College,Hawaii,transfer_school
483,Uh Maui College,Hawaii,transfer_school
484,Univ Hawaii Manoa*,Hawaii,transfer_school
485,Windward Cmty College,Hawaii,transfer_school
486,Boise State University,Idaho,transfer_school
487,Brigham Young Univ,Idaho,transfer_school
488,Coll Southern Idaho,Idaho,transfer_school
489,College Of Western Idaho,Idaho,transfer_school
490,Idaho State University,Idaho,transfer_school
491,Lewis Clark State College,Idaho,transfer_school
492,Northwest Nazarene University,Idaho,transfer_school
493,University Of Idaho,Idaho,transfer_school
494,Governors State University,Illinois,transfer_school
495,Augustana College Il,Illinois,transfer_school
496,Benedictine University,Illinois,transfer_school
497,Black Hawk College Moline,Illinois,transfer_school
498,Bradley University,Illinois,transfer_school
499,Carl Sandburg College,Illinois,transfer_school
500,Chicago State University,Illinois,transfer_school
501,Coll Dupage,Illinois,transfer_school
502,Coll Lake County,Illinois,transfer_school
503,Concordia University - Chicago,Illinois,transfer_school
504,Danville Area Cmty College,Illinois,transfer_school
505,Depaul University,Illinois,transfer_school
506,Devry Univ Mo*,Illinois,transfer_school
507,Devry University-Arizona*,Illinois,transfer_school
508,Eastern Illinois University,Illinois,transfer_school
509,Elgin Cmty College,Illinois,transfer_school
510,Harold Washington Coll (Loop),Illinois,transfer_school
511,Heartland Community College,Illinois,transfer_school
512,Illinois Central College,Illinois,transfer_school
513,Illinois College,Illinois,transfer_school
514,Illinois Estrn Cmty Coll Olney,Illinois,transfer_school
515,Illinois Institute Tech,Illinois,transfer_school
516,Illinois State University,Illinois,transfer_school
517,Illinois Valley Cmty College,Illinois,transfer_school
518,Illinois Wesleyan University,Illinois,transfer_school
519,John A Logan College*,Illinois,transfer_school
520,John Wood Cmnty College,Illinois,transfer_school
521,Joliet Junior College,Illinois,transfer_school
522,Kankakee Community College,Illinois,transfer_school
523,Kennedy-King College,Illinois,transfer_school
524,Kishwaukee College,Illinois,transfer_school
525,Knox College,Illinois,transfer_school
526,Lake Land College*,Illinois,transfer_school
527,Lewis Clark Cmty College,Illinois,transfer_school
528,Lewis University,Illinois,transfer_school
529,Lincoln Land Cmty College,Illinois,transfer_school
530,Loyola Univ Chicago,Illinois,transfer_school
531,Malcolm X Chicago City Colleg*,Illinois,transfer_school
532,Mchenry County College,Illinois,transfer_school
533,Moody Bible Institute,Illinois,transfer_school
534,Moraine Valley Cmnty College,Illinois,transfer_school
535,National-Louis University,Illinois,transfer_school
536,Northestrn Illinois University,Illinois,transfer_school
537,Northrn Illinois University,Illinois,transfer_school
538,Northwestern University*,Illinois,transfer_school
539,Oakton Cmty College,Illinois,transfer_school
540,Parkland College,Illinois,transfer_school
541,Prairie State College,Illinois,transfer_school
542,Rend Lake College,Illinois,transfer_school
543,Richard J Daley College,Illinois,transfer_school
544,Richland Cmty College,Illinois,transfer_school
545,Rock Valley College,Illinois,transfer_school
546,South Suburban College,Illinois,transfer_school
547,Southrn Il U Edwardsville,Illinois,transfer_school
548,Southrn Illinois U Carbondale,Illinois,transfer_school
549,Southwestern Illinois College,Illinois,transfer_school
550,Trinity Intrntl University,Illinois,transfer_school
551,Triton College,Illinois,transfer_school
552,Truman College,Illinois,transfer_school
553,Univ Illinois Chicago,Illinois,transfer_school
554,Univ Illinois Urbana*,Illinois,transfer_school
555,Univ of Illinois-Springfield,Illinois,transfer_school
556,University Of Chicago,Illinois,transfer_school
557,Wabash Valley College,Illinois,transfer_school
558,Waubonsee Cmty College,Illinois,transfer_school
559,Westrn Illinois University,Illinois,transfer_school
560,Wheaton College,Illinois,transfer_school
561,Wilbur Wright College,Illinois,transfer_school
562,William Rainey Harper College,Illinois,transfer_school
563,Ball State University,Indiana,transfer_school
564,Bethel College In,Indiana,transfer_school
565,Butler University,Indiana,transfer_school
566,Depauw University,Indiana,transfer_school
567,Franklin College In,Indiana,transfer_school
568,Holy Cross College,Indiana,transfer_school
569,Indiana St Univ Terre Haute*,Indiana,transfer_school
570,Indiana Univ Bloomington*,Indiana,transfer_school
571,Indiana Univ East,Indiana,transfer_school
572,Indiana Univ Gary,Indiana,transfer_school
573,Indiana Univ Purdue Uni Indian,Indiana,transfer_school
574,Indiana Univ South Bend,Indiana,transfer_school
575,Indiana Univ Southeast,Indiana,transfer_school
576,Indiana Wesleyan University,Indiana,transfer_school
577,Ivy Tech Cmnty Colg Fort Wayne,Indiana,transfer_school
578,Ivy Tech Cmnty College Madison,Indiana,transfer_school
579,Ivy Tech Comm Coll Bloomington,Indiana,transfer_school
580,Ivy Tech Comm Coll Lafaytte,Indiana,transfer_school
581,Manchester University,Indiana,transfer_school
582,Purdue Univ North Central Cmp*,Indiana,transfer_school
583,Purdue Univ Northwest,Indiana,transfer_school
584,Purdue Univ West Lafayette*,Indiana,transfer_school
585,Rose-Hulman Institute Techlgy,Indiana,transfer_school
586,Taylor University Upland,Indiana,transfer_school
587,Trine University,Indiana,transfer_school
588,Univ Evansville,Indiana,transfer_school
589,University Of Notre Dame,Indiana,transfer_school
590,University Southern Indiana,Indiana,transfer_school
591,Vincennes University,Indiana,transfer_school
592,Clinton Cmty College Ia,Iowa,transfer_school
593,Des Moines Area CC Boone,Iowa,transfer_school
594,Des Moines Area Cc Ankeny,Iowa,transfer_school
595,Divine Word College,Iowa,transfer_school
596,Dordt College,Iowa,transfer_school
597,Drake University,Iowa,transfer_school
598,Ellsworth Community College,Iowa,transfer_school
599,Grinnell College,Iowa,transfer_school
600,Hawkeye Community College,Iowa,transfer_school
601,Indian Hills Comm Coll*,Iowa,transfer_school
602,Iowa Lakes Cc Emmetsburg,Iowa,transfer_school
603,Iowa State University,Iowa,transfer_school
604,Iowa Western Cc Council Bluffs,Iowa,transfer_school
605,Kirkwood Community College,Iowa,transfer_school
606,Loras College,Iowa,transfer_school
607,Luther College,Iowa,transfer_school
608,Mount Mercy University,Iowa,transfer_school
609,North Iowa Area Cmty College,Iowa,transfer_school
610,Northeast Iowa Community Coll*,Iowa,transfer_school
611,Scott Cmty College,Iowa,transfer_school
612,Southeastern CC - Keokuk,Iowa,transfer_school
613,Southeastern CC - W Burlington,Iowa,transfer_school
614,St Ambrose University,Iowa,transfer_school
615,Univ Iowa,Iowa,transfer_school
616,Univ Northrn Iowa,Iowa,transfer_school
617,Upper Iowa Universty,Iowa,transfer_school
618,Waldorf University,Iowa,transfer_school
619,Wartburg College,Iowa,transfer_school
620,Westrn Iowa Tech Cmty College,Iowa,transfer_school
621,Baker University,Kansas,transfer_school
622,Barton County Cmty College,Kansas,transfer_school
623,Benedictine College,Kansas,transfer_school
624,Butler Community Colg Kansas,Kansas,transfer_school
625,Cloud County Cmty College,Kansas,transfer_school
626,Colby Cmty College,Kansas,transfer_school
627,Friends University,Kansas,transfer_school
628,Ft Hays State University,Kansas,transfer_school
